feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Paraclostridium	Treatment	Exposed	-4.28277205604839	0.546416781577896	82	65	1.93761503088405e-11	1.63340947103525e-08
Bryobacter	Total.Worm.Count	Total.Worm.Count	0.233363772642135	0.0306013244942437	82	6	4.97288333169449e-11	2.09607032430923e-08
Pirellulaceae.Genus	Treatment	Exposed	-4.77578702019944	0.707844980404307	82	57	2.37780533167516e-09	6.68163298200719e-07
Vampirovibrio	Total.Worm.Count	Total.Worm.Count	0.210640810214942	0.0334511018073062	82	4	1.65535695743595e-08	3.48866478779627e-06
Inhella	Total.Worm.Count	Total.Worm.Count	0.266044221182245	0.0429247486802435	82	9	2.52520845744789e-08	3.6078136618818e-06
Rubrivivax	Treatment	Exposed	-2.66299140404803	0.429931826210613	82	63	2.56783890525395e-08	3.6078136618818e-06
Rhizorhapis	Total.Worm.Count	Total.Worm.Count	0.215595126564994	0.0359764483533812	82	3	6.01902211454742e-08	7.24862234651925e-06
Saprospiraceae.Genus	Total.Worm.Count	Total.Worm.Count	0.261777799644755	0.0445506472045799	82	7	9.82255098303806e-08	1.03505130983764e-05
Pirellula	Treatment	Exposed	-2.98755734802053	0.52634780536091	82	62	2.25560966531479e-07	2.11275438651152e-05
PeM15.Genus	Treatment	Exposed	-3.03727743813363	0.539683963267471	82	67	2.75110877715275e-07	2.31918469913977e-05
Hirschia	Total.Worm.Count	Total.Worm.Count	0.0807841032506873	0.0145554405409092	82	2	3.78710655411049e-07	2.90230075010467e-05
IMCC26207	Treatment	Exposed	-2.72766015076397	0.502773776596764	82	62	6.30355067917775e-07	4.42824435212237e-05
DEV008	Total.Worm.Count	Total.Worm.Count	0.127873060981007	0.0236712159215174	82	2	6.92523908684639e-07	4.49075119247039e-05
RBG.13.54.9.Genus	Total.Worm.Count	Total.Worm.Count	0.473576409961415	0.089379742372816	82	6	1.05229654572114e-06	5.91390658695282e-05
